EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
1547002;2;01/06/1979;1;"0,0";"0,0";1;;1;1;0;"1631,9";2;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
1547002;1;01/06/1979;1;"0,0";"0,0";1;;1;1;0;"1260,5";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
1547002;2;01/05/1979;1;"9,3";"15,4";30;2;1;1;0;"1631,9";2;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"9,3";"6,1";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;1;01/05/1979;1;"9,3";"15,4";30;2;1;1;0;"1260,5";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"9,3";"6,1";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;2;01/04/1979;1;"46,4";"85,9";2;4;1;1;0;"1631,9";2;"10,2";"46,4";"4,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"25,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
1547002;1;01/04/1979;1;"46,4";"85,9";2;4;1;1;0;"1260,5";1;"10,2";"46,4";"4,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"25,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
1547002;2;01/03/1979;1;"81,3";"278,7";20;16;1;1;0;"1631,9";2;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"3,3";"11,2";"9,1";"0,0";"5,1";"3,4";"25,0";"2,2";"0,0";"0,0";"14,1";"0,0";"4,0";"81,3";"3,1";"0,0";"0,0";"0,0";"1,0";"30,2";"7,3";"0,0";"0,0";"35,3";"43,1";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;1;01/03/1979;1;"81,3";"278,7";20;16;1;1;0;"1260,5";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"3,3";"11,2";"9,1";"0,0";"5,1";"3,4";"25,0";"2,2";"0,0";"0,0";"14,1";"0,0";"4,0";"81,3";"3,1";"0,0";"0,0";"0,0";"1,0";"30,2";"7,3";"0,0";"0,0";"35,3";"43,1";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;2;01/02/1979;1;"75,4";"227,6";7;13;1;1;0;"1631,9";2;"0,0";"6,2";"1,3";"23,0";"3,3";"27,2";"75,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"9,1";"18,1";"0,0";"19,0";"4,1";"34,3";"3,4";"3,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
1547002;1;01/02/1979;1;"75,4";"227,6";7;13;1;1;0;"1260,5";1;"0,0";"6,2";"1,3";"23,0";"3,3";"27,2";"75,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"9,1";"18,1";"0,0";"19,0";"4,1";"34,3";"3,4";"3,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
1547002;2;01/01/1979;1;"59,1";"571,6";10;23;1;1;0;"1631,9";2;"10,0";"0,0";"0,0";"0,0";"0,0";"15,3";"40,0";"4,2";"55,0";"59,1";"34,2";"52,0";"28,3";"10,1";"9,4";"57,4";"6,4";"15,4";"16,1";"52,2";"6,3";"0,0";"10,3";"0,0";"11,2";"3,1";"44,2";"0,0";"3,1";"0,0";"28,3";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;1;01/01/1979;1;"59,1";"571,6";10;23;1;1;0;"1260,5";1;"10,0";"0,0";"0,0";"0,0";"0,0";"15,3";"40,0";"4,2";"55,0";"59,1";"34,2";"52,0";"28,3";"10,1";"9,4";"57,4";"6,4";"15,4";"16,1";"52,2";"6,3";"0,0";"10,3";"0,0";"11,2";"3,1";"44,2";"0,0";"3,1";"0,0";"28,3";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;2;01/12/1978;1;"27,0";"225,2";23;20;1;1;0;"1275,4";1;"0,2";"0,0";"14,2";"0,0";"0,0";"0,0";"5,3";"0,0";"0,0";"3,1";"0,0";"12,4";"4,4";"18,0";"22,3";"26,2";"9,0";"13,2";"9,0";"8,1";"2,2";"16,0";"27,0";"13,0";"0,0";"0,0";"0,0";"11,2";"6,4";"0,0";"4,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;1;01/12/1978;1;"27,0";"225,2";23;20;1;1;0;"1275,4";1;"0,2";"0,0";"14,2";"0,0";"0,0";"0,0";"5,3";"0,0";"0,0";"3,1";"0,0";"12,4";"4,4";"18,0";"22,3";"26,2";"9,0";"13,2";"9,0";"8,1";"2,2";"16,0";"27,0";"13,0";"0,0";"0,0";"0,0";"11,2";"6,4";"0,0";"4,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;2;01/11/1978;1;"30,2";"121,7";28;14;1;1;0;"1275,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"8,4";"5,2";"3,1";"0,0";"0,2";"1,3";"1,3";"7,1";"0,0";"0,0";"0,4";"0,0";"9,1";"0,0";"4,4";"0,0";"0,0";"20,3";"10,3";"0,0";"0,0";"30,2";"20,4";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
1547002;1;01/11/1978;1;"30,2";"121,7";28;14;1;1;0;"1275,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"8,4";"5,2";"3,1";"0,0";"0,2";"1,3";"1,3";"7,1";"0,0";"0,0";"0,4";"0,0";"9,1";"0,0";"4,4";"0,0";"0,0";"20,3";"10,3";"0,0";"0,0";"30,2";"20,4";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
1547002;2;01/10/1978;1;"18,9";"81,9";15;10;1;1;0;"1275,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,3";"0,4";"2,9";"9,3";"18,9";"0,0";"14,3";"0,0";"0,0";"0,0";"18,1";"11,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"6,0";"0,5";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;1;01/10/1978;1;"18,9";"81,9";15;10;1;1;0;"1275,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,3";"0,4";"2,9";"9,3";"18,9";"0,0";"14,3";"0,0";"0,0";"0,0";"18,1";"11,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"6,0";"0,5";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;2;01/09/1978;1;"0,3";"0,5";12;2;1;1;0;"1275,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,3";"0,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
1547002;1;01/09/1978;1;"0,3";"0,5";12;2;1;1;0;"1275,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,3";"0,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
1547002;2;01/08/1978;1;"0,0";"0,0";1;;1;1;0;"1275,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;1;01/08/1978;1;"0,0";"0,0";1;;1;1;0;"1275,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;2;01/07/1978;1;"16,6";"17,4";23;3;1;1;0;"1275,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,7";"0,0";"0,0";"0,1";"16,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;1;01/07/1978;1;"16,6";"17,4";23;3;1;1;0;"1275,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,7";"0,0";"0,0";"0,1";"16,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;2;01/06/1978;1;"0,0";"0,0";1;;1;1;0;"1275,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
1547002;1;01/06/1978;1;"0,0";"0,0";1;;1;1;0;"1275,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
1547002;2;01/05/1978;1;"32,3";"87,4";29;4;1;1;0;"1275,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"28,3";"0,0";"0,0";"0,0";"23,4";"0,0";"0,0";"3,4";"0,0";"0,0";"32,3";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;1;01/05/1978;1;"32,3";"87,4";29;4;1;1;0;"1275,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"28,3";"0,0";"0,0";"0,0";"23,4";"0,0";"0,0";"3,4";"0,0";"0,0";"32,3";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;2;01/04/1978;1;"46,4";"135,6";3;5;1;1;0;"1275,4";1;"0,0";"0,0";"46,4";"28,2";"32,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"25,4";"3,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
1547002;1;01/04/1978;1;"46,4";"135,6";3;5;1;1;0;"1275,4";1;"0,0";"0,0";"46,4";"28,2";"32,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"25,4";"3,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
1547002;2;01/03/1978;1;"42,2";"147,8";30;7;1;1;0;"1275,4";1;"0,0";"0,0";"3,4";"0,0";"0,0";"0,0";"0,0";"26,1";"23,4";"12,3";"3,4";"0,0";"0,0";"37,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"42,2";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;1;01/03/1978;1;"42,2";"147,8";30;7;1;1;0;"1275,4";1;"0,0";"0,0";"3,4";"0,0";"0,0";"0,0";"0,0";"26,1";"23,4";"12,3";"3,4";"0,0";"0,0";"37,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"42,2";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;2;01/02/1978;1;"41,2";"269,0";21;12;1;1;0;"1275,4";1;"0,0";"0,0";"0,0";"25,0";"13,4";"0,0";"0,0";"0,0";"32,3";"21,2";"5,1";"33,4";"25,0";"5,2";"32,4";"0,0";"0,0";"0,0";"25,4";"0,0";"41,2";"0,0";"0,0";"0,0";"9,4";"0,0";"0,0";"0,0";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
1547002;1;01/02/1978;1;"41,2";"269,0";21;12;1;1;0;"1275,4";1;"0,0";"0,0";"0,0";"25,0";"13,4";"0,0";"0,0";"0,0";"32,3";"21,2";"5,1";"33,4";"25,0";"5,2";"32,4";"0,0";"0,0";"0,0";"25,4";"0,0";"41,2";"0,0";"0,0";"0,0";"9,4";"0,0";"0,0";"0,0";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
1547002;2;01/01/1978;1;"32,1";"188,9";13;11;1;1;0;"1275,4";1;"4,2";"2,0";"25,0";"20,3";"19,2";"14,1";"0,0";"0,0";"0,0";"0,0";"5,3";"25,2";"32,1";"19,2";"0,0";"22,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;1;01/01/1978;1;"32,1";"188,9";13;11;1;1;0;"1275,4";1;"4,2";"2,0";"25,0";"20,3";"19,2";"14,1";"0,0";"0,0";"0,0";"0,0";"5,3";"25,2";"32,1";"19,2";"0,0";"22,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;2;01/12/1977;1;"57,1";"251,2";28;14;1;1;0;"1487,3";1;"25,0";"1,2";"32,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,1";"0,0";"4,2";"0,0";"0,0";"0,0";"3,4";"0,0";"4,3";"0,0";"1,1";"0,0";"0,0";"0,0";"36,4";"30,3";"47,1";"3,4";"57,1";"3,2";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;1;01/12/1977;1;"57,1";"251,2";28;14;1;1;0;"1487,3";1;"25,0";"1,2";"32,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,1";"0,0";"4,2";"0,0";"0,0";"0,0";"3,4";"0,0";"4,3";"0,0";"1,1";"0,0";"0,0";"0,0";"36,4";"30,3";"47,1";"3,4";"57,1";"3,2";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;2;01/11/1977;1;"37,1";"250,5";30;16;1;1;0;"1487,3";1;"2,2";"0,0";"0,0";"5,1";"19,3";"0,0";"9,1";"27,3";"3,2";"25,0";"1,4";"0,0";"27,3";"0,0";"0,0";"0,0";"0,0";"7,0";"0,0";"1,1";"0,0";"25,0";"3,3";"0,0";"0,0";"0,0";"0,0";"25,0";"32,1";"37,1";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
1547002;1;01/11/1977;1;"37,1";"250,5";30;16;1;1;0;"1487,3";1;"2,2";"0,0";"0,0";"5,1";"19,3";"0,0";"9,1";"27,3";"3,2";"25,0";"1,4";"0,0";"27,3";"0,0";"0,0";"0,0";"0,0";"7,0";"0,0";"1,1";"0,0";"25,0";"3,3";"0,0";"0,0";"0,0";"0,0";"25,0";"32,1";"37,1";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
1547002;2;01/10/1977;1;"56,2";"177,5";3;9;1;1;0;"1487,3";1;"6,2";"10,2";"56,2";"3,1";"0,0";"46,2";"5,0";"3,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,1";"0,0";"45,3";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;1;01/10/1977;1;"56,2";"177,5";3;9;1;1;0;"1487,3";1;"6,2";"10,2";"56,2";"3,1";"0,0";"46,2";"5,0";"3,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,1";"0,0";"45,3";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;2;01/09/1977;1;"24,4";"46,6";5;5;1;1;0;"1487,3";1;"0,0";"0,0";"0,0";"0,0";"24,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"11,4";"0,0";"3,1";"0,0";"2,3";"5,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
1547002;1;01/09/1977;1;"24,4";"46,6";5;5;1;1;0;"1487,3";1;"0,0";"0,0";"0,0";"0,0";"24,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"11,4";"0,0";"3,1";"0,0";"2,3";"5,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
1547002;2;01/08/1977;1;"0,0";"0,0";1;;1;1;0;"1487,3";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;1;01/08/1977;1;"0,0";"0,0";1;;1;1;0;"1487,3";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;2;01/07/1977;1;"0,0";"0,0";1;;1;1;0;"1487,3";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;1;01/07/1977;1;"0,0";"0,0";1;;1;1;0;"1487,3";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;2;01/06/1977;1;"30,4";"35,1";11;4;1;1;0;"1487,3";1;"0,0";"0,0";"1,4";"0,0";"0,0";"0,0";"2,2";"0,0";"0,0";"0,0";"30,4";"1,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
1547002;1;01/06/1977;1;"30,4";"35,1";11;4;1;1;0;"1487,3";1;"0,0";"0,0";"1,4";"0,0";"0,0";"0,0";"2,2";"0,0";"0,0";"0,0";"30,4";"1,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
1547002;2;01/05/1977;1;"49,4";"50,4";17;2;1;1;0;"1487,3";1;"0,0";"0,0";"1,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"49,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1547002;1;01/05/1977;1;"49,4";"50,4";17;2;1;1;0;"1487,3";1;"0,0";"0,0";"1,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"49,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
